"num" "sf" "shift" "Temp" "LM" "MW" "C" "N" "Rh" "O" "cansmi" "envlab" "ref"
"265" "LC2008-CMP187" "C9H10NO2Rh" "1248" 298 "C6D6" 267.0867 9 1 1 2 "CN(C1(C=CC=C1)[Rh](C#[O])C#[O])C" "C1C1C1" "M. Koller and W. von Philipsborn, Organometallics, 1992, 11, 467."
"266" "LC2008-CMP188" "C7H6NO4Rh" "1117" 298 "C6D6" 271.03234 7 1 1 4 "[O]#C[Rh](C1(C=CC=C1)N(=O)O)C#[O]" "C1C1C1" "P. B. Graham, M. D. Rausch, K. Täschler and W. von Philipsborn, Organometallics, 1991, 10, 3049.; M. Koller and W. von Philipsborn, Organometallics, 1992, 11, 467."
"267" "LC2008-CMP190" "C19H25P2Rh" "-1932" 300 "toluene-d8" 418.254822 19 0 1 0 "CCCCC1=C(CCCC)P=P[Rh]1C1=C=C/C=C\C=C/C=C\1" "C1P1C1" "P. Binger, B. Biedenbach, R. Mynott, R. Benn, A. Rufińska, P. Betz and C. Krüger, J. Chem. Soc. Dalton Trans., 1990, 1771."
"268" "LC2008-CMP215" "C11H7O2Rh" "-1038" 303 "C6D6" 274.07758 11 0 1 2 "[O]#C[Rh](C1=C=C/C=C\C=C/C=C\1)C#[O]" "C1C1C1" "A. Ceccon, C. J. Elsevier, J. M. Ernsting, A. Gambaro, S. Santi and A. Venzo, Inorg. Chim. Acta, 1993, 204, 15."
"269" "LC2008-CMP216" "C11H8NO4Rh" "-987" 303 "C6D6" 321.09102 11 1 1 4 "[O]#C[Rh](C1=C=C/C=C(\C=C/C=C\1)/N(=O)O)C#[O]" "C1C1C1" "A. Ceccon, C. J. Elsevier, J. M. Ernsting, A. Gambaro, S. Santi and A. Venzo, Inorg. Chim. Acta, 1993, 204, 15."
"270" "LC2008-CMP226" "C43H39F6P3Rh" "-4" 298 "DCCl3" 865.5869622 43 0 1 0 "C1=CC2C(C1C=C2)[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1.F[P](F)(F)(F)(F)F" "C1P1P1" "C. J. Elsevier, B. Kowall and H. Kragten, Inorg. Chem., 1995, 34, 4836."
"271" "LC2008-CMP233" "C33H33ClO4P2Rh" "-390" 298 "CD2Cl2" 693.918742 33 0 1 4 "c1ccc(cc1)P(c1ccccc1)CCP(c1ccccc1)(c1ccccc1)[Rh]C1C2C=CC1C=C2.O[Cl](=O)(=O)=O" "C1P1" "J. M. Ernsting, C. J. Elsevier, W. G. J. de Lange and K. Timmer, Magn. Reson. Chem., 1991, 29, S118.; C. J. Elsevier, J. M. Ernsting and W. G. J. De Lange, J. Chem. Soc. Chem. Commun., 1989, 585."
"272" "LC2008-CMP234" "C34H35ClO4P2Rh" "-264" 298 "CD2Cl2" 707.945322 34 0 1 4 "c1ccc(cc1)P(c1ccccc1)CCCP(c1ccccc1)(c1ccccc1)[Rh]C1C2C=CC1C=C2.O[Cl](=O)(=O)=O" "C1P1" "J. M. Ernsting, C. J. Elsevier, W. G. J. de Lange and K. Timmer, Magn. Reson. Chem., 1991, 29, S118.; C. J. Elsevier, J. M. Ernsting and W. G. J. De Lange, J. Chem. Soc. Chem. Commun., 1989, 585."
"273" "LC2008-CMP235" "C35H37ClO4P2Rh" "-210" 298 "CD2Cl2" 721.971902 35 0 1 4 "c1ccc(cc1)P(c1ccccc1)CCCCP(c1ccccc1)(c1ccccc1)[Rh]C1C2C=CC1C=C2.O[Cl](=O)(=O)=O" "C1P1" "J. M. Ernsting, C. J. Elsevier, W. G. J. de Lange and K. Timmer, Magn. Reson. Chem., 1991, 29, S118.; C. J. Elsevier, J. M. Ernsting and W. G. J. De Lange, J. Chem. Soc. Chem. Commun., 1989, 585."
"274" "LC2008-CMP242" "C35H36BF4P2Rh" "-210" 298 "CD3OD" 708.3179748 35 0 1 0 "c1ccc(cc1)P(c1ccccc1)CCCCP(c1ccccc1)(c1ccccc1)[Rh]C1C2C=CC1C=C2.F[B](F)(F)F" "C1P1" "M. Bühl, W. Baumann, R. Kadyrov and A. Börner, Helv. Chim. Acta, 1999, 82, 811."
"275" "LC2008-CMP247" "C35H38BF4O2P2Rh" "228" 297 "CD3OD" 742.3326548 35 0 1 2 "F[B](F)(F)F.O[C@@H]1CP(c2ccccc2)(c2ccccc2)[Rh]234(P(C[C@@H]1O)(c1ccccc1)c1ccccc1)C1C4C4C3C2C1C4" "P1P1C1C1C1C1" "M. Bühl, W. Baumann, R. Kadyrov and A. Börner, Helv. Chim. Acta, 1999, 82, 811."
"276" "LC2008-CMP248" "C36H42BF4O2P2Rh" "-57" 297 "CD3OD" 758.3751148 36 0 1 2 "F[B](F)(F)F.O[C@@H]1CP(c2ccccc2)(c2ccccc2)[Rh]234(P(C[C@@H]1O)(c1ccccc1)c1ccccc1)C1C4CCC2C3CC1" "P1P1C1C1C1C1" "M. Bühl, W. Baumann, R. Kadyrov and A. Börner, Helv. Chim. Acta, 1999, 82, 811."
"277" "LC2008-CMP249" "C36H42BF4O2P2Rh" "-449" 185 "CD3OD/CD2Cl2" 758.3751148 36 0 1 2 "F[B](F)(F)F.O[C@@H]1CP(c2ccccc2)(c2ccccc2)[Rh]234(P(C[C@@H]1O)(c1ccccc1)c1ccccc1)C1C4CCC2C3CC1" "P1P1C1C1C1C1" "M. Bühl, W. Baumann, R. Kadyrov and A. Börner, Helv. Chim. Acta, 1999, 82, 811."
"278" "LC2008-CMP250" "C36H42BF4O2P2Rh" "25" 185 "CD3OD/CD2Cl2" 758.3751148 36 0 1 2 "F[B](F)(F)F.O[C@@H]1CP(c2ccccc2)(c2ccccc2)[Rh]234(P(C[C@@H]1O)(c1ccccc1)c1ccccc1)C1C4CCC2C3CC1" "P1P1C1C1C1C1" "M. Bühl, W. Baumann, R. Kadyrov and A. Börner, Helv. Chim. Acta, 1999, 82, 811."
"279" "LC2008-CMP251" "C31H34F6NP2Rh" "415" 298 "DCCl3" 699.4518012 31 1 1 0 "C1=CC=N(C=C1)[Rh]123(C4C3CCC1C2CC4)P(c1ccccc1)(c1ccccc1)c1ccccc1.F[P](F)(F)(F)(F)F" "P1C1C1C1C1N1" "C. J. Elsevier, B. Kowall and H. Kragten, Inorg. Chem., 1995, 34, 4836."
"280" "LC2008-CMP252" "C32H36F6NP2Rh" "419" 298 "DCCl3" 713.4783812 32 1 1 0 "F[P](F)(F)(F)(F)F.CC1=CC=N(C=C1)[Rh]123(C4C3CCC1C2CC4)P(c1ccccc1)(c1ccccc1)c1ccccc1" "P1C1C1C1C1N1" "C. J. Elsevier, B. Kowall and H. Kragten, Inorg. Chem., 1995, 34, 4836."
"281" "LC2008-CMP253" "C33H39F6N2P2Rh" "436" 298 "DCCl3" 742.5196012 33 2 1 0 "F[P](F)(F)(F)(F)F.CN(C1=CC=N(C=C1)[Rh]123(C4C3CCC1C2CC4)P(c1ccccc1)(c1ccccc1)c1ccccc1)C" "P1C1C1C1C1N1" "C. J. Elsevier, B. Kowall and H. Kragten, Inorg. Chem., 1995, 34, 4836."
"282" "LC2008-CMP284" "C18H24BN6Rh" "1777" 298 "DCCl3" 438.13986 18 6 1 0 "CC1=CC(=N2N1[BH]1N3C=CC=N3[Rh]2(N2=CC=CN12)C1C2C=CC1C=C2)C" "C1N1N1N1" "U. E. Bucher, A. Currao, R. Nesper, H. Rüegger, L. M. Venanzi and E. Younger, Inorg. Chem., 1995, 34, 66."
"283" "LC2008-CMP286" "C19H28BN6Rh" "1942" 295 "C6D6" 454.18232 19 6 1 0 "CC1=CC(=N2N1[BH]1N3C=CC=N3[Rh]2(N2=CC=CN12)C1=CCC=CCCC1)C" "C1N1N1N1" "A. Ferrari, M. Merlin, S. Sostero, H. Rüegger and L. M. Venanzi, Helv. Chim. Acta, 1999, 82, 1454."
"284" "LC2008-CMP288" "C17H22BN6Rh" "1619" 298 "DCCl3" 424.11328 17 6 1 0 "CC1=N2N(C=C1)[BH]1N3N(=CC=C3)[Rh]2(C2C3C=CC2C=C3)N2=CC=CN12" "C1N1N1N1" "U. E. Bucher, A. Currao, R. Nesper, H. Rüegger, L. M. Venanzi and E. Younger, Inorg. Chem., 1995, 34, 66."
"285" "LC2008-CMP290" "C18H21BF3N6Rh" "1261" 298 "DCCl3" 492.1112496 18 6 1 0 "CC1=CC(=N2N1[BH]1N3C=CC=N3[Rh]2(N2=CC=CN12)C1C2C=CC1C=C2)C(F)(F)F" "C1N1N1N1" "E. Del Ministro, O. Renn, H. Rüegger, L. M. Venanzi, U. Burckhardt and V. Gramlich, Inorg. Chim. Acta, 1995, 240, 631."
"286" "LC2008-CMP291" "C18H18BF6N6Rh" "1244" 298 "DCCl3" 546.0826392 18 6 1 0 "FC(C1=N2N(C(=C1)C(F)(F)F)[BH]1N3N(=CC=C3)[Rh]2(C2C3C=CC2C=C3)N2=CC=CN12)(F)F" "C1N1N1N1" "E. Del Ministro, O. Renn, H. Rüegger, L. M. Venanzi, U. Burckhardt and V. Gramlich, Inorg. Chim. Acta, 1995, 240, 631."
"287" "LC2008-CMP297" "C19H25BBrN6Rh" "1274" 298 "DCCl3" 531.0625 19 6 1 0 "CC(C1=N2N(C=C1Br)[BH]1N3N(=CC=C3)[Rh]2(C2C3C=CC2C=C3)N2=CC=CN12)C" "C1N1N1N1" "U. E. Bucher, A. Currao, R. Nesper, H. Rüegger, L. M. Venanzi and E. Younger, Inorg. Chem., 1995, 34, 66."
"288" "LC2008-CMP298" "C19H25BBrN6Rh" "1293" 298 "DCCl3" 531.0625 19 6 1 0 "CC(C1=N2N(C=C1Br)[BH]1N3N(=CC=C3)[Rh]2(C2C3C=CC2C=C3)N2=CC=CN12)C" "C1N1N1N1" "U. E. Bucher, A. Currao, R. Nesper, H. Rüegger, L. M. Venanzi and E. Younger, Inorg. Chem., 1995, 34, 66."
"289" "LC2008-CMP299" "C20H25BN6Rh" "1475" 298 "DCCl3" 463.1692 20 6 1 0 "Cc1ccn(n1)[B](n1ccc(n1)C)(n1ccc(n1)C)([Rh]C1C2C=CC1C=C2)C" "C1B1" "U. E. Bucher, T. F. Fässler, M. Hunziker, R. Nesper, H. Rüegger and L. M. Venanzi, Gaz. Chim. Ital., 1995, 125, 181."
"290" "LC2008-CMP305" "C22H25BN4Rh" "1340" 298 "DCCl3" 459.1772 22 4 1 0 "Cc1ccnn1[B](n1nccc1C)(c1ccccc1)([Rh]C1C2C=CC1C=C2)C" "C1B1" "U. E. Bucher, A. Currao, R. Nesper, H. Rüegger, L. M. Venanzi and E. Younger, Inorg. Chem., 1995, 34, 66."
"291" "LC2008-CMP307" "C19H19BN8Rh" "979" 298 "DCCl3" 473.12426 19 8 1 0 "c1cnn(c1)[B](n1cccn1)(n1cccn1)(n1cccn1)[Rh]C1C2C=CC1C=C2" "C1B1" "M. Cocivera, G. Ferguson, R. E. Lenkinski, P. Szczecinski, F. J. Lalor and D. J. O’Sullivan, J. Magn. Reson., 1982, 46, 168."
"292" "LC2008-CMP326" "C20H27ClN2O4Rh" "795" 298 "CD3OD" 497.79788 20 2 1 4 "C1CC=CCCC=C1.O[Cl](=O)(=O)=O.CC1=CC=N2C(=C1)C1=N([Rh]2)C=CC(=C1)C" "N1N1" "J. G. Donkervoort, M. Bühl, J. M. Ernsting and C. J. Elsevier, Eur. J. Inorg. Chem., 1999, 27."
"293" "LC2008-CMP331" "C13H19O2Rh" "1294" 300 "CD2Cl2" 310.19426 13 0 1 2 "CC1=CC(=[O][Rh]234(O1)C1C4CCC2C3CC1)C" "O1O1C1C1C1C1" "E. Maurer, S. Rieker, M. Schollbach, A. Schwenk, T. Egolf and W. von Philipsborn, Helv. Chim. Acta, 1982, 65, 26."
"294" "LC2008-CMP332" "C13H19O2Rh" "1287" 298 "DCCl3" 310.19426 13 0 1 2 "CC1=CC(=[O][Rh]234(O1)C1C4CCC2C3CC1)C" "O1O1C1C1C1C1" "J. G. Donkervoort, M. Bühl, J. M. Ernsting and C. J. Elsevier, Eur. J. Inorg. Chem., 1999, 27."
"295" "LC2008-CMP333" "C12H17O2Rh" "1195" 300 "CD2Cl2" 296.16768 12 0 1 2 "CC1=CC(=[O][Rh]234(O1)C1C4C3C2CCC1)C" "O1O1C1C1C1C1" "E. Maurer, S. Rieker, M. Schollbach, A. Schwenk, T. Egolf and W. von Philipsborn, Helv. Chim. Acta, 1982, 65, 26."
"296" "LC2008-CMP334" "C13H19O2Rh" "-1393" 310 "CD2Cl2" 310.19426 13 0 1 2 "CC1=CC(=[O][Rh]234(O1)CC4C1C(C3C2)CC1)C" "O1O1C1C1C1C1" "R. Benn, H. Brenneke and R.-D. Reinhardt, Z. Naturforsch., 1985, 40b, 1763."
"297" "LC2008-CMP344" "C38H32NOP2Rh" "-787" 247 "DCCl3" 683.519802 38 1 1 1 "O=C=[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)C#N" "C1C2P1P1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"298" "LC2008-CMP345" "C55H48NP3Rh" "-449" 300 "DCCl3" 918.803103 55 1 1 0 "N#C[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "P1C1P1P1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"299" "LC2008-CMP346" "C55H48NP3Rh" "-427" 247 "DCCl3" 918.803103 55 1 1 0 "N#C[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "P1C1P1P1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"300" "LC2008-CMP347" "C42H36N2P2Rh" "-142" 247 "toluene-d8" 733.601662 42 2 1 0 "N#C[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccncc1" "P1C1P1C1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"301" "LC2008-CMP348" "C56H48BNOP2Rh" "-790" 300 "DCCl3" 926.650442 56 1 1 1 "O=C=[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)C#N[B](c1ccccc1)(c1ccccc1)c1ccccc1" "P1C1P1C2" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"302" "LC2008-CMP349" "C56H48BNOP2Rh" "-816" 247 "DCCl3" 926.650442 56 1 1 1 "O=C=[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)C#N[B](c1ccccc1)(c1ccccc1)c1ccccc1" "P1C1P1C2" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"303" "LC2008-CMP350" "C73H64BNP3Rh" "-405" 300 "DCCl3" 1161.933743 73 1 1 0 "c1ccc(cc1)[B](c1ccccc1)(c1ccccc1)N#C[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "P1C1P1P1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"304" "LC2008-CMP351" "C73H64BNP3Rh" "-435" 247 "DCCl3" 1161.933743 73 1 1 0 "c1ccc(cc1)[B](c1ccccc1)(c1ccccc1)N#C[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "P1C1P1P1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"305" "LC2008-CMP352" "C60H52BN2P2Rh" "-233" 247 "toluene-d8" 976.732302 60 2 1 0 "c1ccc(cc1)[B](c1ccccc1)(c1ccccc1)N#C[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccncc1" "C1P1C1P1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"306" "LC2008-CMP353" "C28H26O2P2Rh" "-1073" 298 "THF" 559.357862 28 0 1 2 "O=C=[RhH](=C=O)P(c1ccccc1)(c1ccccc1)CCP(c1ccccc1)c1ccccc1" "H1C2C2P1" "F. R. Bregman, J. M. Ernsting, F. Müller, M. D. K. Boele, L. A. van der Veen and C. J. Elsevier, J. Organomet. Chem., 1999, 592, 306."
"307" "LC2008-CMP354" "C29H28O2P2Rh" "-955" 298 "THF" 573.384442 29 0 1 2 "O=C=[RhH](=C=O)P(c1ccccc1)(c1ccccc1)CCCP(c1ccccc1)c1ccccc1" "H1C2C2P1" "F. R. Bregman, J. M. Ernsting, F. Müller, M. D. K. Boele, L. A. van der Veen and C. J. Elsevier, J. Organomet. Chem., 1999, 592, 306."
"308" "LC2008-CMP356" "C40H32O2P2Rh" "-898" 298 "C6D6" 709.533902 40 0 1 2 "O=C=[RhH](=C=O)c1cccc(c1CP(c1ccccc1)c1ccccc1)c1ccccc1CP(c1ccccc1)c1ccccc1" "H1C2C2C1" "F. R. Bregman, J. M. Ernsting, F. Müller, M. D. K. Boele, L. A. van der Veen and C. J. Elsevier, J. Organomet. Chem., 1999, 592, 306."
"309" "LC2008-CMP357" "C38H29O4P2Rh" "-829" 298 "C6D6" 714.487482 38 0 1 4 "[O]#C[RhH](Oc1ccccc1P(c1ccccc1)c1ccccc1)(Oc1ccccc1P(c1ccccc1)c1ccccc1)C#[O]" "H1C1C1O1O1" "F. R. Bregman, J. M. Ernsting, F. Müller, M. D. K. Boele, L. A. van der Veen and C. J. Elsevier, J. Organomet. Chem., 1999, 592, 306."
"310" "LC2008-CMP358" "C47H37O3P3Rh" "-828" 298 "C6D6" 845.621663 47 0 1 3 "[O]#C[RhH](P(c1ccccc1)CC1(C)c2cccc(c2Oc2c1cccc2P(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1)C#[O]" "P1H1C1C1" "F. R. Bregman, J. M. Ernsting, F. Müller, M. D. K. Boele, L. A. van der Veen and C. J. Elsevier, J. Organomet. Chem., 1999, 592, 306."
"311" "LC2008-CMP359" "C43H38O3P2RhSi" "-817" 298 "C6D6" 795.698542 43 0 1 3 "[O]#C[RhH]([Si](CC1(C)c2cccc(c2Oc2c1cccc2P(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1)(C)C)C#[O]" "Si1H1C1C1" "F. R. Bregman, J. M. Ernsting, F. Müller, M. D. K. Boele, L. A. van der Veen and C. J. Elsevier, J. Organomet. Chem., 1999, 592, 306."
"312" "LC2008-CMP360" "C41H32O3P2RhS" "-840" 298 "C6D6" 769.609002 41 0 1 3 "[O]#C[RhH](SCC1(C)c2cccc(c2Oc2c1cccc2P(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1)C#[O]" "S1H1C1C1" "F. R. Bregman, J. M. Ernsting, F. Müller, M. D. K. Boele, L. A. van der Veen and C. J. Elsevier, J. Organomet. Chem., 1999, 592, 306."
"313" "LC2008-CMP361" "C44H38O3P2Rh" "-801" 298 "C6D6" 779.623742 44 0 1 3 "[O]#C[RhH](C(CC1(C)c2cccc(c2Oc2c1cccc2P(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1)(C)C)C#[O]" "C1H1C1C1" "F. R. Bregman, J. M. Ernsting, F. Müller, M. D. K. Boele, L. A. van der Veen and C. J. Elsevier, J. Organomet. Chem., 1999, 592, 306."
"314" "LC2008-CMP362" "C45H36O3P2Rh" "-821" 298 "C6D6" 789.618562 45 0 1 3 "[O]#C[RhH](C(C#CC1(C)c2cccc(c2Oc2c1cccc2P(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1)(C)C)C#[O]" "C1H1C1C1" "F. R. Bregman, J. M. Ernsting, F. Müller, M. D. K. Boele, L. A. van der Veen and C. J. Elsevier, J. Organomet. Chem., 1999, 592, 306."
"315" "LC2008-CMP377" "C37H34NO3P2Rh" "-407" 295 "CD2Cl2" 705.523782 37 1 1 3 "[O]#C[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)N(=O)O" "P1P1N1C1" "I. J. Colquhoun and W. McFarlane, J. Magn. Reson., 1982, 46, 525."
"316" "LC2008-CMP378" "C38H32NOP2RhS" "-517" 178 "CD2Cl2" 715.584802 38 1 1 1 "[O]#C[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)N=C=S" "P1P1C1N1" "I. J. Colquhoun and W. McFarlane, J. Magn. Reson., 1982, 46, 525."
"317" "LC2008-CMP379" "C38H32NOP2RhS" "-453" 300 "DCCl3" 715.584802 38 1 1 1 "[O]#C[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)N=C=S" "P1P1C1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"318" "LC2008-CMP380" "C38H32NOP2RhS" "-478" 247 "DCCl3" 715.584802 38 1 1 1 "[O]#C[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)N=C=S" "P1P1C1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"319" "LC2008-CMP381" "C37H34N3OP2Rh" "-377" 300 "DCCl3" 701.538382 37 3 1 1 "[O]#C[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)N=N=N" "P1P1C1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"320" "LC2008-CMP382" "C37H34N3OP2Rh" "-399" 247 "DCCl3" 701.538382 37 3 1 1 "[O]#C[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)N=N=N" "P1P1C1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"321" "LC2008-CMP383" "C38H32NO2P2Rh" "-434" 300 "DCCl3" 699.519202 38 1 1 2 "[O]#C[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)N=C=O" "P1P1C1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"322" "LC2008-CMP384" "C38H32NO2P2Rh" "-457" 247 "DCCl3" 699.519202 38 1 1 2 "[O]#C[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)N=C=O" "P1P1C1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"323" "LC2008-CMP385" "C39H32N3OP2Rh" "-468" 300 "DCCl3" 723.543902 39 3 1 1 "[O]#C[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)N(C#N)C#N" "P1P1C1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"324" "LC2008-CMP386" "C39H32N3OP2Rh" "-495" 247 "DCCl3" 723.543902 39 3 1 1 "[O]#C[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)N(C#N)C#N" "P1P1C1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"325" "LC2008-CMP387" "C56H48BNOP2Rh" "-475" 300 "DCCl3" 926.650442 56 1 1 1 "[O]#C[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)N#C[B](c1ccccc1)(c1ccccc1)c1ccccc1" "P1P1C1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"326" "LC2008-CMP388" "C56H48BNOP2Rh" "-501" 247 "DCCl3" 926.650442 56 1 1 1 "[O]#C[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)N#C[B](c1ccccc1)(c1ccccc1)c1ccccc1" "P1P1C1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"327" "LC2008-CMP389" "C42H50BCl2N6OP2Rh" "344" 233 "CD2Cl2" 901.456022000001 42 6 1 1 "[O]#C[Rh]12(N3=C(C)C=C(N3B(N3N1=C(C)C(=C3C)Cl)N1N2=C(C)C(=C1C)Cl)C)(P(c1ccccc1)(c1ccccc1)C)P(c1ccccc1)(c1ccccc1)C" "N1N1N1C1P1P1" "F. Malbosc, P. Kalck, J.-C. Daran and M. Etienne, J. Chem. Soc. Dalton Trans., 1999, 271.; M. Paneque, S. Siŕol, M. Trujillo, E. Carmona, E. Gutiérrez-Puebla, M. A. Monge, C. Ruiz, F. Malbosc, C. Serra-Le Berre, P. Kalck, M. Etienne and J. C. Daran, Chem. Eur. J., 2001, 7, 3869."
"328" "LC2008-CMP390" "C22H42BCl2N6OP2Rh" "-312" 298 "CD2Cl2" 653.178502 22 6 1 1 "[O]#C[Rh]12(N3=C(C)C=C(N3B(N3N1=C(C)C(=C3C)Cl)N1N2=C(C)C(=C1C)Cl)C)(P(C)(C)C)P(C)(C)C" "N1N1N1C1P1P1" "M. Paneque, S. Siŕol, M. Trujillo, E. Carmona, E. Gutiérrez-Puebla, M. A. Monge, C. Ruiz, F. Malbosc, C. Serra-Le Berre, P. Kalck, M. Etienne and J. C. Daran, Chem. Eur. J., 2001, 7, 3869."
"329" "LC2008-CMP391" "C30H31BF4N4OPRh" "-91" 298 "acetone" 684.2772138 30 4 1 1 "F[B](F)(F)F.[O]#C[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)C(n1nc(cc1C)C)n1nc(cc1C)C" "C1P1C1" "E. Teuma, M. Loy, C. Le Berre, M. Etienne, J.-C. Daran and P. Kalck, Organometallics, 2003, 22, 5261."
"330" "LC2008-CMP392" "C25H29BF4N4OPRh" "-175" 298 "acetone" 622.2078338 25 4 1 1 "F[B](F)(F)F.[O]#C[Rh](P(c1ccccc1)(c1ccccc1)C)C(n1nc(cc1C)C)n1nc(cc1C)C" "C1P1C1" "E. Teuma, M. Loy, C. Le Berre, M. Etienne, J.-C. Daran and P. Kalck, Organometallics, 2003, 22, 5261."
"331" "LC2008-CMP393" "C37H33O2P2Rh" "-300" 253 "CD2Cl2" 674.509742 37 0 1 2 "[O]#C[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)O" "P1P1O1C1" "I. J. Colquhoun and W. McFarlane, J. Magn. Reson., 1982, 46, 525."
"332" "LC2008-CMP394" "C39H35O3P2Rh" "-261" 243 "CD2Cl2" 716.546422 39 0 1 3 "[O]#C[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)OC(=O)C" "P1P1O1C1" "I. J. Colquhoun and W. McFarlane, J. Magn. Reson., 1982, 46, 525."
"333" "LC2008-CMP395" "C39H32F3O3P2Rh" "-276" 243 "CD2Cl2" 770.5178116 39 0 1 3 "[O]#C[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)OC(=O)C(F)(F)F" "P1P1O1C1" "I. J. Colquhoun and W. McFarlane, J. Magn. Reson., 1982, 46, 525."
"334" "LC2008-CMP396" "C22H45F3O6P2RhS" "-526" NA "DCCl3" 659.5023316 22 0 1 6 "FC(S(=O)(=O)O)(F)F.CCCCP(CCCC)CCO[Rh](C#[O])OCCP(CCCC)CCCC" "O1C1O1" "K. Timmer, D. H. M. W. Thewissen and J. M. Marsman, Recl. Trav. Chim. Pays-Bas, 1988, 107, 248."
